path,shot,ntor,review_priority,interpretation,gap_region,log_status,omega,n_interior_crossings,fraction_interior_abs_gt_2,notes
nstxuG142301B37/N1/egn01w.2486E+02,nstxuG142301B37,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,4.986469665867672,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301B37/N1/egn01w.1007E+03,nstxuG142301B37,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,10.033741390074528,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301B85/N1/egn01w.3765E+02,nstxuG142301B85,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,6.136194958529184,2,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301B85/N1/egn01w.4641E+02,nstxuG142301B85,1,1,REPEATED_DISCREPANCY,mixed,MATCHED,6.812494718732864,2,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301D46/N1/egn01w.1847E+02,nstxuG142301D46,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,4.29764257498255,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301D46/N1/egn01w.3011E+02,nstxuG142301D46,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,5.4873443285076675,3,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301E34/N1/egn01w.1671E+02,nstxuG142301E34,1,1,SPARSE_MISSING_COUNTERPARTS,tae_like,MATCHED,4.08801514237366,2,1.0,"Two informative modes: inner lower crossing pairs lack nearby logged counterparts; near-axis packets lie between the datcon crossings. The 14.6-32.1 interval distances are not identified shifts. Review complete branch correspondence, including outer upper crossings."
nstxuG142301E34/N1/egn01w.1674E+02,nstxuG142301E34,1,1,SPARSE_MISSING_COUNTERPARTS,tae_like,MATCHED,4.091439811193419,2,1.0,"Two informative modes: inner lower crossing pairs lack nearby logged counterparts; near-axis packets lie between the datcon crossings. The 14.6-32.1 interval distances are not identified shifts. Review complete branch correspondence, including outer upper crossings."
nstxuG142301E55/N1/egn01w.2552E+02,nstxuG142301E55,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,5.051589831657222,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301E55/N1/egn01w.3828E+02,nstxuG142301E55,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,6.187178520356687,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301E77/N1/egn01w.1427E+02,nstxuG142301E77,1,1,REPEATED_DISCREPANCY,mixed,MATCHED,3.7769052627100463,4,0.5,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301E77/N1/egn01w.1800E+02,nstxuG142301E77,1,1,REPEATED_DISCREPANCY,mixed,MATCHED,4.242320243028327,2,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301F62/N1/egn01w.5237E+02,nstxuG142301F62,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,7.236828723073752,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301F62/N1/egn01w.8850E+02,nstxuG142301F62,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,9.407453695495649,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301F62/N2/egn02w.2253E+02,nstxuG142301F62,2,1,N2_CONTROL,tae_like,MATCHED,4.746953554753496,1,0.0,Diagnostic control; N2 is not assumed valid.
nstxuG142301F62/N2/egn02w.1202E+03,nstxuG142301F62,2,1,N2_CONTROL,tae_like,MATCHED,10.962306455712108,1,1.0,Diagnostic control; N2 is not assumed valid.
nstxuG142301F66/N1/egn01w.5400E+02,nstxuG142301F66,1,1,SPARSE_DISCREPANCY,tae_like,MATCHED,7.348775576047025,2,1.0,Three modes: upper crossings displaced by 5.81-6.72 intervals; inner lower crossings have no nearby counterpart and must not be treated as identified 29-34 interval shifts.
nstxuG142301F66/N1/egn01w.5515E+02,nstxuG142301F66,1,1,SPARSE_DISCREPANCY,tae_like,MATCHED,7.426073431621998,2,1.0,Three modes: upper crossings displaced by 5.81-6.72 intervals; inner lower crossings have no nearby counterpart and must not be treated as identified 29-34 interval shifts.
nstxuG142301F83/N1/egn01w.2741E+02,nstxuG142301F83,1,1,REPEATED_DISCREPANCY,mixed,MATCHED,5.235110661186488,2,0.5,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301F83/N1/egn01w.6674E+02,nstxuG142301F83,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,8.169185271091669,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301K79/N1/egn01w.3949E+02,nstxuG142301K79,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,6.284218007866591,2,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301K79/N1/egn01w.6113E+02,nstxuG142301K79,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,7.818746187259788,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301L89/N1/egn01w.2493E+02,nstxuG142301L89,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,4.993118722861708,2,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301L89/N1/egn01w.2895E+02,nstxuG142301L89,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,5.380240522101026,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301M32/N1/egn01w.2288E+02,nstxuG142301M32,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,4.782986333328024,3,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301M32/N1/egn01w.2646E+02,nstxuG142301M32,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,5.144132492014057,1,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301S94/N1/egn01w.6393E+01,nstxuG142301S94,1,1,SPARSE_DISCREPANCY,tae_like,MATCHED,2.5285248183456948,1,1.0,Only one raw N1 mode (6393); sharp structure near logged r=0.56 versus datcon r=0.5806. N2 has 28/28 interior comparisons within two intervals.
nstxuG142301U85/N1/egn01w.2867E+02,nstxuG142301U85,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,5.354788153397217,3,0.3333333333333333,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuG142301U85/N1/egn01w.4932E+02,nstxuG142301U85,1,1,REPEATED_DISCREPANCY,tae_like,MATCHED,7.022522361124954,2,1.0,Repeated interior log/continuum disagreement across at least five TAE-side modes; signed-profile examples supplied. Branches need separate review; nearest distance is not a branch assignment.
nstxuE202842A01t030/N1/egn01w.2949E+02,nstxuE202842A01t030,1,2,LOCAL_EXTRA_CROSSING_REVIEW,mixed,MATCHED,5.430560264483235,2,0.5,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE202842A01t035/N1/egn01w.6563E+02,nstxuE202842A01t035,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,8.101038808062633,1,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE202842A01t035/N1/egn01w.6605E+02,nstxuE202842A01t035,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,8.12731368879365,3,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE202926A03t037/N1/egn01w.7196E+02,nstxuE202926A03t037,1,2,MODEST_SUBSET_OFFSET,tae_like,MATCHED,8.482723590131826,1,1.0,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.
nstxuE202926A03t037/N1/egn01w.7209E+02,nstxuE202926A03t037,1,2,MODEST_SUBSET_OFFSET,tae_like,MATCHED,8.490875278404522,1,1.0,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.
nstxuE202944A02t028/N1/egn01w.4072E+02,nstxuE202944A02t028,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,6.380845004932631,1,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE202944A02t028/N1/egn01w.4230E+02,nstxuE202944A02t028,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,6.503480691289371,3,0.6666666666666666,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE202947A03t037/N1/egn01w.6478E+02,nstxuE202947A03t037,1,2,MODEST_SUBSET_OFFSET,tae_like,MATCHED,8.048819227312004,1,1.0,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.
nstxuE202947A03t037/N1/egn01w.6677E+02,nstxuE202947A03t037,1,2,MODEST_SUBSET_OFFSET,tae_like,MATCHED,8.171374487791931,1,1.0,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.
nstxuE203609A01t037/N1/egn01w.4856E+02,nstxuE203609A01t037,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,6.968372364089427,3,0.6666666666666666,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE203655F01t017/N1/egn01w.1191E+01,nstxuE203655F01t017,1,2,LIMITED_LOG_COVERAGE,tae_like,INCOMPLETE_LOG_BLOCK,1.0913126331444583,3,,Seven of eight TAE-side N1 modes have incomplete singularity blocks. One matched mode cannot clear the shot. Plotted incomplete-log modes have predominantly edge structure and provide no reliable core alignment test.
nstxuE203655F01t017/N1/egn01w.2039E+01,nstxuE203655F01t017,1,2,LIMITED_LOG_COVERAGE,tae_like,INCOMPLETE_LOG_BLOCK,1.4278816427891157,1,,Seven of eight TAE-side N1 modes have incomplete singularity blocks. One matched mode cannot clear the shot. Plotted incomplete-log modes have predominantly edge structure and provide no reliable core alignment test.
nstxuE203963A01t017/N1/egn01w.2081E+02,nstxuE203963A01t017,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,4.561897828863209,2,0.5,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE203963A01t030/N1/egn01w.2638E+02,nstxuE203963A01t030,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,5.136313131248605,1,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE203963A01t030/N1/egn01w.2642E+02,nstxuE203963A01t030,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,5.140034310567956,3,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE203981A01t019/N1/egn01w.1148E+02,nstxuE203981A01t019,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,3.387964333222944,2,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE203981A01t022/N1/egn01w.2708E+02,nstxuE203981A01t022,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,5.204230511210645,1,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE203981A01t022/N1/egn01w.2729E+02,nstxuE203981A01t022,1,2,LOCAL_EXTRA_CROSSING_REVIEW,mixed,MATCHED,5.223611035795973,2,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE204186A01t025/N1/egn01w.8681E+01,nstxuE204186A01t025,1,2,NEAR_AXIS_LOG_CORRESPONDENCE,tae_like,NO_LOGGED_SINGULARITIES,2.946395667607913,0,,N1/8681 has two upper crossings below r=0.03 with no logged singularities. Outside the primary screen; other usable interior comparisons align.
nstxuE204707A04t015/N1/egn01w.1702E+02,nstxuE204707A04t015,1,2,LOCAL_EXTRA_CROSSING_REVIEW,mixed,MATCHED,4.125231128891609,3,0.6666666666666666,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE204707A04t025/N1/egn01w.2590E+02,nstxuE204707A04t025,1,2,MODEST_SUBSET_OFFSET,tae_like,MATCHED,5.089336560720807,1,1.0,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.
nstxuE204707A04t025/N1/egn01w.2595E+02,nstxuE204707A04t025,1,2,MODEST_SUBSET_OFFSET,tae_like,MATCHED,5.093919516068568,1,1.0,A minority of interior comparisons have roughly 2-3.5 interval main-branch offsets; representative signed profiles supplied. Does not establish a large shot-wide shift.
nstxuE204707X02t017/N1/egn01w.1471E+02,nstxuE204707X02t017,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,3.8351563379493614,3,0.6666666666666666,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE204707X02t027/N1/egn01w.3240E+02,nstxuE204707X02t027,1,2,ISOLATED_OFFSET,tae_like,MATCHED,5.692227105829678,1,1.0,N1/3240 has one 6.21-interval offset with sharp structure near the log radius; the other 22 informative interior comparisons are within two. Review this mode; no majority pattern.
nstxuE204944A01t035/N1/egn01w.1928E+02,nstxuE204944A01t035,1,2,NO_CORE_COMPARISON_EDGE_REVIEW,tae_like,MATCHED,4.391124538449241,0,,No usable interior comparisons. N1/1958 has an upper crossing at r=0.9896 absent from the log; its 193.9-interval nearest distance is not an identified shift. Neighbor 2282 has a matching outer crossing.
nstxuE204944A01t035/N1/egn01w.1958E+02,nstxuE204944A01t035,1,2,NO_CORE_COMPARISON_EDGE_REVIEW,tae_like,MATCHED,4.425362733237096,0,,No usable interior comparisons. N1/1958 has an upper crossing at r=0.9896 absent from the log; its 193.9-interval nearest distance is not an identified shift. Neighbor 2282 has a matching outer crossing.
nstxuE204944A01t035/N1/egn01w.2282E+02,nstxuE204944A01t035,1,2,NO_CORE_COMPARISON_EDGE_REVIEW,tae_like,MATCHED,4.777454311212584,0,,No usable interior comparisons. N1/1958 has an upper crossing at r=0.9896 absent from the log; its 193.9-interval nearest distance is not an identified shift. Neighbor 2282 has a matching outer crossing.
nstxuE204957F05t017/N1/egn01w.1306E+02,nstxuE204957F05t017,1,2,CROSSINGS_WITH_EMPTY_LOG,tae_like,NO_LOGGED_SINGULARITIES,3.6144647554997675,2,,N1/1306 has an extra upper-continuum dip crossing pair although its complete matched log declares no singularities. Other usable interior comparisons align; no evidence of a majority shift.
nstxuE205016A01t020/N1/egn01w.1329E+02,nstxuE205016A01t020,1,2,ISOLATED_MODEST_OFFSET,mixed,MATCHED,3.645452596034436,1,1.0,"Only one informative N1 mode, 1329: 2.57 intervals, with nearby sharp structure. Insufficient evidence for a shot-wide mismatch."
nstxuE205054A01t017/N1/egn01w.1565E+02,nstxuE205054A01t017,1,2,LOCAL_EXTRA_CROSSING_REVIEW,tae_like,MATCHED,3.9560386209848457,3,0.6666666666666666,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuE205055A01t017/N1/egn01w.1997E+02,nstxuE205055A01t017,1,2,LOCAL_EXTRA_CROSSING_REVIEW,mixed,MATCHED,4.468733322567338,2,1.0,Large nearest distances occur at extra crossings around a shallow upper-continuum dip; sampled mode structure is present near the dip. Main crossings usually align. Missing log counterparts do not establish a systematic N1 shift. Some modes also have modest main-branch offsets.
nstxuG133964R48/N1/egn01w.1585E+02,nstxuG133964R48,1,2,BRANCH_AND_EAE_SIDE_REVIEW,tae_like,MATCHED,3.9816538577081344,5,0.4,"TAE-side: only 2/6 crossings beyond two intervals, both in 1585 near a continuum extremum. Including EAE-side raw modes gives 27/32 beyond two (14 informative modes). Additional EAE-side plots supplied; do not dismiss using TAE-side routing alone."
nstxuG133964R48/N1/egn01w.1747E+02,nstxuG133964R48,1,2,BRANCH_AND_EAE_SIDE_REVIEW,eae_like,MATCHED,4.179622025283468,4,0.75,"TAE-side: only 2/6 crossings beyond two intervals, both in 1585 near a continuum extremum. Including EAE-side raw modes gives 27/32 beyond two (14 informative modes). Additional EAE-side plots supplied; do not dismiss using TAE-side routing alone."
nstxuG133964R48/N1/egn01w.2077E+02,nstxuG133964R48,1,2,BRANCH_AND_EAE_SIDE_REVIEW,eae_like,MATCHED,4.557656605893523,2,1.0,"TAE-side: only 2/6 crossings beyond two intervals, both in 1585 near a continuum extremum. Including EAE-side raw modes gives 27/32 beyond two (14 informative modes). Additional EAE-side plots supplied; do not dismiss using TAE-side routing alone."
nstxuG133964U27/N1/egn01w.1693E+02,nstxuG133964U27,1,2,BRANCH_AND_EAE_SIDE_REVIEW,tae_like,MATCHED,4.114620738781788,2,0.5,"TAE-side: 1/4 crossings beyond two intervals, in 1693. Including an EAE-side mode gives 3/6. The EAE-side 2448 profile has structure near a logged radius missing from the datcon crossing set; branch correspondence needs review."
nstxuG133964U27/N1/egn01w.2448E+02,nstxuG133964U27,1,2,BRANCH_AND_EAE_SIDE_REVIEW,eae_like,MATCHED,4.947847356393592,2,1.0,"TAE-side: 1/4 crossings beyond two intervals, in 1693. Including an EAE-side mode gives 3/6. The EAE-side 2448 profile has structure near a logged radius missing from the datcon crossing set; branch correspondence needs review."
nstxuG142301M21/N1/egn01w.1182E+03,nstxuG142301M21,1,2,MISSING_MATCHING_LOGS,tae_like,NO_FREQUENCY_MATCH,10.872422940269812,1,,"97/99 raw N1 modes, including the only TAE-side N1 mode, lack exact-frequency records. All 242 N2 mode matches have incomplete log blocks. Need matching complete run logs; no reliable N1/N2 comparison."
