shot,mode_key,input_fingerprint,reason,diagnostic
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1583E+03,533685202a8e74942b93055e38f35279466bdcd273b6c37367c40355dce6ced9,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1584E+03,1ad7b406ca9c392783adabacde4d029c6dfa945e9390842a146fdf873f1366bd,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1701E+03,e6914df093cfdb3474c069679f82405cf83b99b3df640c63304fbf2539e89486,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1702E+03,965b6c173d32d0136f16b7898f838e615bb20628706a452f9a7ddd8e75ad986d,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1703E+03,fcc5fb2611602ab127d43f747613d94d7182e6f422df2e683a30a3657a92ac3e,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1705E+03,2e264a2693fcb520b16dbf44f3dd985938fc42b2172d1ec6b165217cfc446836,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1706E+03,8de50740472705b7490cb4cc78bb1a8816ae43911f6e7f0f592dc90026264259,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1708E+03,b8f93fa167b320e588aa64ebe8cde50feb63e679e674e7f2aa30ff308920a84f,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1709E+03,8c2999677f5961ad83224f24319639e1ec164109e5c8ebb539898214a1776185,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1710E+03,0f8d18481abffa4f6ecde1f915ce63dcd510778645bce2eb0ce1557593b992a5,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1711E+03,84c42bb5b471fc33788f537ce4b31f0eb11859a5e20319e230da008575328f2c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1712E+03,902525ca6d3816dc5d40d31535b9bcb6e4e06673f77954df0d9b509597dc6744,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1714E+03,2fef27d75b9de93e6df0a97474feefa3b68ae3d5b79639c89b328c69525f5168,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1732E+03,86595d14f06b498a7382acc5feede286aa5088c995c14f6b734636f933e6768d,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1733E+03,e1fe65ed42ebabccc1f3bffc4687161d037903a3f4fa2ce0c229729eef4b29bc,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1734E+03,f757bff03f2b4700cbeccc4a64e59dd1789c6bf65f418e5d3a2d90f08e29db7f,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1735E+03,e5901f5d4ed1f79403b5e4739deb9de269a40453472baada69e5cb5bf52f33b4,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1736E+03,c2858abb5fa690db2c84c5cc7e487b3f61a4e04d91f9959340000f25d1c0e98c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1872E+03,a480b3fe44a0e957ca6031ca5aaf9f568632d3ae3a87b7a861d96edd6f9e90b3,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1873E+03,4eec4dedc7be38b43b6f7b352f7f740e5c958410f47a645979d74cdb706395d1,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1875E+03,dc8db571cf9456dffc2eb9bc0081031383653ffbd605aad46ba4af989ad5011a,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1877E+03,a9f01f511e0d60b332ecc2ea9743dc7aa27562bdd58d92e8c25554985458efc4,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1879E+03,f20f33b9df9f03ce7a360160cccc6cf6b1846f151932042cfefd4595f5bb4f46,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1880E+03,45f20977c609edf277a6e003e40b4c09025b5a874317c3ee2cc8fde55471f7c4,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1881E+03,444e6cdc8ea6610afc54f1fa94d5cdcd17bcc500649d48f8d56e119ef6bfb500,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1902E+03,7dee6250f506910ce5427633a85c246eaf76cdeddc2c5a68f9b23341e3d911af,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1903E+03,3b832788c949ff86116de0a60eac3ad23bc38b021ab4486b6d0b6284f8deed9c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1905E+03,db9d2493f1d3416d5cf3940b68e304af960c6a6c9483f73d0b288268f92dd749,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1906E+03,93dcb00c1e81fb77d94fe6237ddfd11ac7a6ff1f7f27b5fbea81194713873b39,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1907E+03,4811be0beeedd59c57c5150d2780c705ddc0ec4eaea1081a5228b5af773b9962,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1908E+03,ef418e3a2d7760094c930dc9f2a1cd70039f6e11d4baa383314ad58a9061dd5b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1909E+03,02cf4a1a5c087070d57b8d8d59cd3f7c3c7161b85c0b14b026d7e07a0656157d,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1911E+03,4fa00447f2f4e006c208e7aef380584184232d013ed8326b5152892182d30b01,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1912E+03,91abd84d7c1ba5aa62f7ca5c83bd51875da5d9fbee361062603acca9d49aafc1,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1914E+03,8a3749ea53495e4d7bf76ef061c1fe4e61f6ce8341fbe4c7973e1d42e7fbc1ff,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1916E+03,40bf908a0521f2cf903212f261ef297f8567071d44f915cc9df99bb0575301ba,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1917E+03,2765762d6196a5d8a096d94e170d4f9ec540d235165e8456a72cdc80cd416694,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1918E+03,9144ba44b82e76d6866b5072950c340142b177bce3d75af6f95f2413d49ed888,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1920E+03,bf892b0658ae955d64551eefebf4140c326242b54ef6b822affd6970b0135d18,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1921E+03,0e11de81820e49c003176c0ad4d9bf781893d74a3e45200401b0ed8b2209f7a9,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1924E+03,6275a30fa1823af193f2ee34c3fc82e8ed7377bd93e6b785b7618da20dfa96c4,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1925E+03,3fcf0d832e7214d3189d224575d1fba12c6319d1be05f446a6434c335cc86b60,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1926E+03,48c1f62457dd45e7cc903235c81eb1c1d7b6b1bf44027a6e8ccab3d2c0500184,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1927E+03,7fd7de56e57fa9a3325a73c49e89f6d27b790014d62340f810bf412065377e7b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1928E+03,5b34ac347a76201eff68dbf5189877992682aec53b9580ef2cd8790e7bbfa05b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1930E+03,ea3cbedf64c5d389659bc046e9837eb5ef2ebd2d803086a529e585067ad0ae2c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1931E+03,041bebabbdb0f93db57bd281ebfc9e045875ac58b76555b288ad34a57ac5d009,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1932E+03,b29038b5be9cdb3c3d4ad31d53d73adc50e514acf279f4d15648dc132eadbfff,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1935E+03,97d61fa8c01cc8699b797bb57ed3e951a4381c828851223d8ab608b0f35dd94a,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1936E+03,5e74e71cdfeb5f37d7e6df390584923048006700cdd9d962ef65d3545170b44e,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1938E+03,ea96ff7d95c3899a21990cb5df37ef1496bb285d2b532feb4c9d05c7d6ecab2a,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1942E+03,5c20ac9647a320cc531b39915f876663626b22882a5394d05e675aaf83438503,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1945E+03,6566d9c9c08fb7611d2cc055eec36aa669c5c1172dfb03a3cb6a42366d1fdc07,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1948E+03,804a2c468bc4e6f95ca979bd71f2bb9c5940d06fc9a29ca4fd4e038770eed14c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1952E+03,3f056efadae914561a25f68a94c620fc5060eb7d5814df29cf7a40e1b36d7da7,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1954E+03,6a1ca428772728261bcd92dd3afac898794fd283356c78e349140fea9a96a089,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1956E+03,5dfd676dfcbef4b3e5b8298c7c70156ef1fa7c87c6a6c9be2e9598ab21ae35e4,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1958E+03,b5342f61a052f0cfce502998e5af88a256e358e72720295ea9046a81f31b8c88,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1959E+03,b66fe9ab20ec6c318d8e054d6cb0f6d9088dc53a3e9712e34f77f00d61c1825b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1962E+03,beaf87ecd4aeb659c327ce0270e7a858f1de188c4e51f6f9764d6425bacce32e,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1964E+03,5097b520abe41f6e6dcf1dd6fe97015565b0ea363ab2748d59fe1c4e7a828f9f,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1966E+03,eb0f9be7e33073e74dfb3d05ade61fffef8ebf6006d4b7185ffec7eea6a9fed5,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1970E+03,f7817ce7dd3d0ba0187e52592accdf433fc2845a91fea639bce42092f1b063e9,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1971E+03,1392830a0609b0e800fa62f4270ba48c928c79a0f3e97f776cf29c572d172d5c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1974E+03,f88fb07b6310e499bfb6c1ff1676bc0247f6d876ddfaa6d71f0d324b126763cb,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1977E+03,13591d6c45b21da2658feeae80d72d4369cba397b56b8ef1ad23f391d4928888,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1979E+03,ddfd9e1b75fb2e1226cc63dceba6331261cad9d24bd1ddf9120d2795f6ded03b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1980E+03,4c217c4882b89bb1e31d044e001c83966cb2ccca3bfba390bae21d352c70a27d,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1983E+03,c7990ed1eac2c0e61e64621c00b22477ca0f0b091bd4e8296052d216c5d64c22,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1984E+03,a7dcf2f835198e1938afe3c3fad21800642d321f92f207912d449300ec3b69be,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1987E+03,7f10df0b2613b8a73a65a9ea8edb1e886c1de2ad91f38504b1260d818f4f9193,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1989E+03,783ea73d71af4a2d934424408361d18c9f0fba1e4f7b473440ae90182de8a295,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1991E+03,81500abbcf97f73ee9012076a473ba6816813e004934138b185bb59241168e1f,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.1998E+03,fc9dae21d5576b0ac8dc5c3c58c064f5b2dd56a98e13d1c509434a1bc74681a8,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2015E+03,cf9f8ba987de695f69efa040ff79293f53f09a72eb243f67de8df8a4de3ae392,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2019E+03,e2923e44271a8f6d770bd5a6c20ba6645bec154dc2221e01aeea86db3486f109,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2022E+03,78f43a3eed5338e5c168c2406557815c94a48efc754ad5f554367549f8ba7c19,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2024E+03,09e95abcfca262649068bd4828cb8030b7e0499494191dc1c1b5d3086b5cf3f0,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2026E+03,1086c583351cf7363afeb5a5aff25bb9a34ff647b1e16eef399fa9e227b0e6d6,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2029E+03,49bd52d6b5dd2cdfc6790939e7c6768a6982c7ed08cf18e2e704a03edca546f1,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2030E+03,47824fc3c35f531d0bdb9ede5c131d059ad27cb38a2f20ef84ac6c8d6f5f1857,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2034E+03,7a310122924379e6dc5142f0279bcccdd01eda7e64d73adfd5807437fb83079d,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2035E+03,43e7b1d6b253616d9c2b97787a23b33c4b45f912773c080e495b79b015c81bd6,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2041E+03,7da04e953f0d4ddbe006663f79b785ad546ecc46dcceaa1d934dbab89ba60d4b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2043E+03,14fbafbacaf0cbf90b872078576a82fcc13b01dad702372b0ea966bf1714ab81,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2045E+03,181325988f6ace34d15b948599b1ebab7e27dd6834c3981d6b7003268e908bc0,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2047E+03,a0319de1a5b961870bfa0ea4a5feba83fdd7e192a6bf27dfa513907f67d05b94,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2048E+03,bbfeca7aaf634b7c74abdfde39674af891f956d524887e506b457de4b8073570,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2056E+03,eaaa635979b542783022df3848f81c2d5cd937e36ccdaa47cdf65d46c7712b1b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2057E+03,68cde1897b6f4d82c8b016aae95ae10900889654aa3c5963de949f4b4b3fab55,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2058E+03,d648f4b84781864aa1a6f6eec92383c45dd1880a238457475fb95c24ef4c00bd,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2060E+03,d46f5f74eeead1a096f5a38cbde24f3a3c8ad512558ee13d3c260477fe0128c5,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2062E+03,287780eda4be0c47a81d156f9d9c3fbd3a0c4a37750676cb03ef844fb2b14ddf,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2065E+03,63ffc1b70faa68a7dd86c034df9eac7a44b2adcdf774e37bcce3545bfbf81e05,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2068E+03,dbfa4310c8b053225849acafbf29a9036dae67bffde59d0c4d364a4aa01aa91f,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2070E+03,197d7b8132e18c9afb546ca815d5301008a0cfe6729bf8feabdb1db6b1e218ea,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2073E+03,abff1554dd680cdcaf82694b649cdd9f67e3dffc5cf356171110ab9c3a85ba2f,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2074E+03,a550138754511543a1896add963b91bdbc8212fe4f09950a18e451f15947d4c4,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2078E+03,3ea084f2dd8702932c47fd94b9132606116051899d59a19c0243415fc9443283,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2079E+03,1eaee0b2b529ed1986587310a9a2aca88fa62644645d5db5c559503f72265cb8,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2081E+03,f338678e0f121a7c70878b307af8c2212969edf23afd31ce6e68593cec12aa1c,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2082E+03,f504faa1a0dc3d523aec134e92552245685b374e90d58999c1f113536a28e006,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2085E+03,8986b530e578759245ffa57a13d26ce7756834efa90a591d0e3cdb31ca79f36b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2086E+03,ca0a5863af83e60ae41f330b27dc5afca89e7d17c46038358db003d015696aeb,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2089E+03,1ee0c7b83722dfc9502cc5e9f797ee55f70382a6859ff6fd58c2bba538f8e48b,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2091E+03,f0f01ae693a5e14b58da023c70f073901a68c9d49c49a73af969b4cd39af6674,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2092E+03,9ac11719ba3b1a31f748caaa46b2625df0c8b86012cd9451354588a79cdac00e,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2093E+03,507ed8e202c78892eb997dae049b2e29f98d204b08ea061d2d58209d62069928,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2097E+03,2e48e654c72a865939de8342b285677032799bb675d1a9067b257b5105f846ca,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
nstxuG142301M21,nstxuG142301M21/N4/egn04w.2098E+03,2d20cf2db8e7101f4af8aa1a0b4b95d7ae5ede5797f48bd3096b6928a76b09af,INVALID_METADATA,omega/gamma_d/ntor/nr/nhar contains a non-finite value
